test_case_id,title,module,screen_id,topic,priority,type,preconditions,test_data,test_steps,expected_result
TC_10592_05,Verify that the screen is accessible and usable,SocialNetworks,10592,list,P0,Accessibility|Usability,,,Open the application and navigate to the 'Social Networks' screen. | Perform a screen reader test to ensure all elements are accessible. | Perform a usability test to ensure the screen is easy to navigate and understand.,All elements should be accessible and the screen should be easy to navigate and understand.
TC_10592_06,Verify that the screen handles interruptions and resumes correctly,SocialNetworks,10592,list,P0,Functional,,,Open the application and navigate to the 'Social Networks' screen. | Simulate an interruption by closing the application. | Resume the application and verify that the 'Social Networks' screen is displayed correctly.,The 'Social Networks' screen should be displayed correctly after resuming the application.
TC_10594_01,Verify the presence of the SyncMe logo at the top of the screen,SyncMe,10594,tutorial,P1,Functional,,,Open the SyncMe app and navigate to screen 10594. | Verify that the SyncMe logo is present at the top of the screen.,The SyncMe logo is displayed at the top of the screen.
TC_10594_02,Verify the map section displays a map of North America with a red pin,SyncMe,10594,tutorial,P1,Functional,,,Open the SyncMe app and navigate to screen 10594. | Verify that the map section displays a map of North America with a red pin marking a location in the United States.,The map section displays a map of North America with a red pin marking a location in the United States.
TC_10594_03,Verify the profile picture section displays a circular profile picture of Jennifer labeled as a 'Top model',SyncMe,10594,tutorial,P1,Functional,,,Open the SyncMe app and navigate to screen 10594. | Verify that the profile picture section displays a circular profile picture of Jennifer labeled as a 'Top model'.,The profile picture section displays a circular profile picture of Jennifer labeled as a 'Top model'.
TC_10594_04,"Verify the presence of social media icons for Facebook, LinkedIn, and Google+",SyncMe,10594,tutorial,P1,Functional,,,"Open the SyncMe app and navigate to screen 10594. | Verify that the social media icons for Facebook, LinkedIn, and Google+ are present below the profile picture.","The social media icons for Facebook, LinkedIn, and Google+ are present below the profile picture."
TC_10594_05,Verify the call-to-action (CTA) button labeled 'GET STARTED' is clickable,SyncMe,10594,tutorial,P1,Functional,,,Open the SyncMe app and navigate to screen 10594. | Click on the 'GET STARTED' button. | Verify that clicking the 'GET STARTED' button navigates to the next screen.,The 'GET STARTED' button is clickable and navigates to the next screen.
TC_10594_06,Verify the screen is accessible and usable,SyncMe,10594,tutorial,P2,Accessibility|Usability,,,Open the SyncMe app and navigate to screen 10594. | Perform a screen reader test to ensure all elements are accessible. | Perform a usability test to ensure the screen is easy to navigate and understand.,All elements are accessible and the screen is easy to navigate and understand.
TC_10596_01,Verify the presence of all help topics,Help Section,10596,list,P1,Functional,,,"Open the app and navigate to the Help screen. | Verify that all listed help topics are present: Getting Started, Caller ID, Call Blocking, Sync, Contacts, Birthdays, Settings, My Profile, Privacy, and Contact Us.",All help topics are displayed.
TC_10596_02,Navigate back to the previous screen,Help Section,10596,list,P1,Functional,,,Open the app and navigate to the Help screen. | Tap the back arrow in the header to navigate back to the previous screen.,The user is navigated back to the previous screen.
TC_10596_03,Search for a specific help topic,Help Section,10596,list,P1,Functional,,,"Open the app and navigate to the Help screen. | Tap the search icon in the header. | Enter a search term (e.g., 'Caller ID') and tap the search button. | Verify that the search results display the relevant help topic.",The search results display the relevant help topic.
TC_10596_04,Verify the footer text,Help Section,10596,list,P1,Functional,,,Open the app and navigate to the Help screen. | Verify that the footer text 'POWERED BY HELPSHIFT' is displayed.,The footer text 'POWERED BY HELPSHIFT' is displayed.
TC_10596_05,Click on a help topic,Help Section,10596,list,P1,Functional,,,"Open the app and navigate to the Help screen. | Tap on a help topic (e.g., 'Getting Started'). | Verify that the selected help topic opens and provides relevant information.",The selected help topic opens and provides relevant information.
TC_10596_06,Verify the accessibility of the screen,Help Section,10596,list,P2,Accessibility,,,"Open the app and navigate to the Help screen. | Use accessibility features (e.g., screen reader) to navigate through the screen. | Verify that all elements are accessible and can be interacted with.",All elements are accessible and can be interacted with.
TC_10596_07,Verify the usability of the screen,Help Section,10596,list,P2,Usability,,,Open the app and navigate to the Help screen. | Verify that the screen is easy to navigate and understand. | Check if the search functionality works as expected.,The screen is easy to navigate and understand. | The search functionality works as expected.
TC_10596_08,Verify data persistence,Help Section,10596,list,P2,Regression,,,Open the app and navigate to the Help screen. | Log out of the app and log back in. | Verify that the Help screen is still accessible and displays the same content.,The Help screen is still accessible and displays the same content.
TC_10612_01,Verify 'MY CIRCLES' header with 'Family' checkmark,SocialApp,10612,menu,P1,Functional,,,Open the app and navigate to screen 10612. | Verify that the 'MY CIRCLES' header is displayed with a green checkmark next to 'Family'.,The 'MY CIRCLES' header is displayed with a green checkmark next to 'Family'.
TC_10612_02,Click on 'Create Circle' button,SocialApp,10612,menu,P1,Functional,,,Open the app and navigate to screen 10612. | Click on the 'Create Circle' button.,The app navigates to the 'Create Circle' screen.
TC_10612_03,Click on 'Join a Circle' button,SocialApp,10612,menu,P1,Functional,,,Open the app and navigate to screen 10612. | Click on the 'Join a Circle' button.,The app navigates to the 'Join a Circle' screen.
TC_10612_04,Click on 'Location Sharing' option,SocialApp,10612,menu,P1,Functional,,,Open the app and navigate to screen 10612. | Click on the 'Location Sharing' option.,The app navigates to the 'Location Sharing' settings screen.
TC_10612_05,Click on 'Battery' option,SocialApp,10612,menu,P1,Functional,,,Open the app and navigate to screen 10612. | Click on the 'Battery' option.,The app navigates to the 'Battery' settings screen.
TC_10612_06,Click on 'Settings' option,SocialApp,10612,menu,P1,Functional,,,Open the app and navigate to screen 10612. | Click on the 'Settings' option.,The app navigates to the 'Settings' screen.
TC_10612_07,Click on 'Messages' option,SocialApp,10612,menu,P1,Functional,,,Open the app and navigate to screen 10612. | Click on the 'Messages' option.,The app navigates to the 'Messages' screen.
TC_10612_08,Click on 'Help Alert' option,SocialApp,10612,menu,P1,Functional,,,Open the app and navigate to screen 10612. | Click on the 'Help Alert' option.,The app navigates to the 'Help Alert' screen.
TC_10612_09,Click on 'Lists' option,SocialApp,10612,menu,P1,Functional,,,Open the app and navigate to screen 10612. | Click on the 'Lists' option.,The app navigates to the 'Lists' screen.
TC_10636_01,Open the 'Featured' section of Champions League coverage,Eurosport App,10636,news,P1,Functional,,,Open the Eurosport app. | Tap on the 'Featured' tab in the navigation bar.,The 'Featured' section of the Champions League coverage is displayed.
TC_10636_02,Navigate to the 'Results' section,Eurosport App,10636,news,P1,Functional,The 'Featured' section of the Champions League coverage is open.,,Tap on the 'Results' tab in the navigation bar.,The 'Results' section of the Champions League coverage is displayed.
TC_10636_03,Navigate to the 'Videos' section,Eurosport App,10636,news,P1,Functional,The 'Featured' section of the Champions League coverage is open.,,Tap on the 'Videos' tab in the navigation bar.,The 'Videos' section of the Champions League coverage is displayed.
TC_10636_04,Navigate to the 'Latest' section,Eurosport App,10636,news,P1,Functional,The 'Featured' section of the Champions League coverage is open.,,Tap on the 'Latest' tab in the navigation bar.,The 'Latest' section of the Champions League coverage is displayed.
TC_10636_05,Click on the large image of a person holding a card labeled 'FC Bayern München (GER)',Eurosport App,10636,news,P1,Functional,The 'Featured' section of the Champions League coverage is open.,,Tap on the large image of a person holding a card labeled 'FC Bayern München (GER).',A detailed page about FC Bayern München (GER) is displayed.
